epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,7790.93,2.06403,2.28745,0.00102,0.94761,0.92456,0.94269,0.53345,2.18096,2.34596,0.00176,0.000452357,0.000452357,0.000452357
186,7833.33,2.03886,2.23308,0.001,0.95533,0.91842,0.94506,0.5322,2.17319,2.37853,0.00177,0.000445756,0.000445756,0.000445756
187,7875.78,2.057,2.28288,0.001,0.95833,0.9197,0.94114,0.5318,2.16828,2.33629,0.00176,0.000439154,0.000439154,0.000439154
188,7918.02,2.04133,2.20389,0.00099,0.96601,0.92179,0.94947,0.52748,2.17342,2.27738,0.00176,0.000432553,0.000432553,0.000432553
189,7960.51,2.0408,2.2344,0.00096,0.96165,0.92351,0.94985,0.52867,2.17317,2.35139,0.00176,0.000425952,0.000425952,0.000425952
190,8002.69,2.02791,2.21377,0.001,0.94737,0.92557,0.94303,0.53193,2.17795,2.34892,0.00177,0.000419351,0.000419351,0.000419351
191,8044.88,2.02029,2.21771,0.001,0.94665,0.90519,0.9337,0.53104,2.17157,2.3368,0.00176,0.000412749,0.000412749,0.000412749
192,8087.57,2.03285,2.20374,0.00101,0.96816,0.90814,0.94366,0.52826,2.18037,2.31153,0.00177,0.000406148,0.000406148,0.000406148
193,8129.76,2.02471,2.2103,0.001,0.96241,0.90894,0.93842,0.52765,2.19312,2.29935,0.00178,0.000399547,0.000399547,0.000399547
194,8172.11,2.02131,2.19519,0.00098,0.9405,0.92147,0.94034,0.52584,2.19776,2.22364,0.00179,0.000392945,0.000392945,0.000392945
195,8214.6,2.01137,2.20243,0.00097,0.95361,0.91788,0.9408,0.52926,2.17658,2.26102,0.00177,0.000386344,0.000386344,0.000386344
196,8256.98,2.00312,2.20417,0.00099,0.95529,0.93699,0.94605,0.53234,2.17043,2.26626,0.00176,0.000379743,0.000379743,0.000379743
197,8299.41,2.01949,2.2208,0.00097,0.94837,0.92298,0.94386,0.53629,2.17464,2.24664,0.00177,0.000373141,0.000373141,0.000373141
198,8341.96,2.01527,2.22588,0.00098,0.94168,0.9053,0.93202,0.53237,2.17084,2.27133,0.00176,0.00036654,0.00036654,0.00036654
199,8384.22,1.98847,2.16787,0.00098,0.93608,0.91577,0.92989,0.52968,2.1778,2.26766,0.00177,0.000359939,0.000359939,0.000359939
200,8426.9,1.99309,2.17432,0.00097,0.94707,0.91784,0.94139,0.52905,2.17898,2.27819,0.00176,0.000353337,0.000353337,0.000353337
201,8469.3,1.99846,2.16652,0.00096,0.94593,0.90584,0.93363,0.53251,2.1487,2.28309,0.00174,0.000346736,0.000346736,0.000346736
202,8511.65,1.97956,2.15383,0.00096,0.9421,0.91916,0.93469,0.53278,2.17384,2.27051,0.00176,0.000340135,0.000340135,0.000340135
203,8554.41,1.97936,2.1309,0.00097,0.95607,0.90907,0.93985,0.53801,2.16342,2.25974,0.00175,0.000333533,0.000333533,0.000333533
204,8597.17,1.98024,2.15765,0.00098,0.93851,0.92359,0.93554,0.53854,2.16439,2.26116,0.00175,0.000326932,0.000326932,0.000326932
205,8639.86,1.95945,2.11539,0.00097,0.95058,0.93025,0.94391,0.54303,2.13536,2.2134,0.00173,0.000320331,0.000320331,0.000320331
206,8682.89,1.98592,2.15494,0.00095,0.94723,0.92399,0.94068,0.53826,2.15423,2.24761,0.00174,0.000313729,0.000313729,0.000313729
207,8725.74,1.98199,2.14237,0.00096,0.94525,0.93003,0.9414,0.53624,2.15332,2.23991,0.00174,0.000307128,0.000307128,0.000307128
208,8768.49,1.92473,2.09764,0.00095,0.94127,0.93117,0.94354,0.54148,2.15354,2.25041,0.00174,0.000300527,0.000300527,0.000300527
209,8811.27,1.95035,2.1025,0.00095,0.95192,0.9325,0.94928,0.53877,2.14758,2.22871,0.00174,0.000293925,0.000293925,0.000293925
210,8854.46,1.95715,2.1441,0.00095,0.95615,0.91182,0.94128,0.53894,2.14888,2.20481,0.00173,0.000287324,0.000287324,0.000287324
211,8897.07,1.94827,2.11242,0.00096,0.96104,0.9168,0.93868,0.53336,2.15874,2.22606,0.00175,0.000280723,0.000280723,0.000280723
212,8939.95,1.95163,2.11511,0.00095,0.95608,0.9247,0.94195,0.53471,2.15846,2.18841,0.00175,0.000274121,0.000274121,0.000274121
213,8982.92,1.91991,2.0941,0.00093,0.94821,0.92546,0.93732,0.53052,2.16546,2.23332,0.00176,0.00026752,0.00026752,0.00026752
214,9025.69,1.95402,2.10974,0.00095,0.94858,0.92364,0.93857,0.53605,2.15646,2.22064,0.00175,0.000260919,0.000260919,0.000260919
215,9068.46,1.95343,2.10519,0.00095,0.94974,0.92288,0.93833,0.53636,2.16251,2.24438,0.00175,0.000254318,0.000254318,0.000254318
216,9111.27,1.94929,2.12,0.00093,0.95123,0.91448,0.93196,0.53584,2.15213,2.23942,0.00174,0.000247716,0.000247716,0.000247716
217,9154.16,1.9372,2.10336,0.00094,0.94751,0.90751,0.93367,0.5384,2.14589,2.26159,0.00174,0.000241115,0.000241115,0.000241115
218,9197.2,1.93489,2.10206,0.00094,0.95994,0.92102,0.93647,0.5366,2.15345,2.22659,0.00175,0.000234514,0.000234514,0.000234514
219,9239.99,1.94207,2.10958,0.00093,0.94846,0.92211,0.93997,0.53178,2.13633,2.26162,0.00173,0.000227912,0.000227912,0.000227912
220,9283,1.93352,2.08777,0.00094,0.93753,0.91504,0.93069,0.53017,2.14109,2.23369,0.00173,0.000221311,0.000221311,0.000221311
221,9325.78,1.95206,2.11652,0.00093,0.94977,0.91772,0.93422,0.53332,2.13917,2.23208,0.00173,0.00021471,0.00021471,0.00021471
222,9368.76,1.93599,2.11226,0.00092,0.94816,0.92958,0.9397,0.53393,2.14276,2.23594,0.00173,0.000208108,0.000208108,0.000208108
223,9411.48,1.90034,2.05918,0.00092,0.94946,0.92332,0.9347,0.53722,2.12801,2.22575,0.00172,0.000201507,0.000201507,0.000201507
224,9454.38,1.92984,2.08588,0.00092,0.94953,0.92108,0.93965,0.53758,2.14104,2.2539,0.00173,0.000194906,0.000194906,0.000194906
225,9497.55,1.91076,2.06201,0.00092,0.93965,0.92936,0.93852,0.53915,2.14145,2.23765,0.00173,0.000188304,0.000188304,0.000188304
226,9540.27,1.89276,2.04697,0.00092,0.93611,0.93134,0.93858,0.53729,2.12277,2.26343,0.00171,0.000181703,0.000181703,0.000181703
227,9583.2,1.91622,2.08745,0.00092,0.94037,0.91784,0.93561,0.53701,2.12796,2.2348,0.00172,0.000175102,0.000175102,0.000175102
228,9626.21,1.92286,2.07327,0.00091,0.94237,0.91742,0.93828,0.53591,2.13049,2.25284,0.00173,0.0001685,0.0001685,0.0001685
229,9669.13,1.90659,2.05351,0.00092,0.94618,0.92221,0.9406,0.53253,2.13068,2.24131,0.00172,0.000161899,0.000161899,0.000161899
230,9711.91,1.87345,1.99993,0.00091,0.95115,0.9101,0.9381,0.53461,2.12767,2.23211,0.00172,0.000155298,0.000155298,0.000155298
231,9754.73,1.89582,2.03895,0.00091,0.94139,0.9214,0.94002,0.53572,2.1328,2.21703,0.00173,0.000148696,0.000148696,0.000148696
232,9797.54,1.91082,2.06063,0.00092,0.93288,0.91827,0.93725,0.5354,2.12557,2.2266,0.00172,0.000142095,0.000142095,0.000142095
233,9840.44,1.91399,2.05607,0.0009,0.93894,0.91891,0.93669,0.53975,2.1264,2.23521,0.00172,0.000135494,0.000135494,0.000135494
234,9883.5,1.8698,2.0226,0.0009,0.93757,0.92921,0.94147,0.54154,2.12727,2.2407,0.00172,0.000128892,0.000128892,0.000128892
235,9926.25,1.88956,2.03801,0.0009,0.93649,0.92288,0.938,0.54026,2.12541,2.21616,0.00172,0.000122291,0.000122291,0.000122291
236,9969.09,1.8783,2.01645,0.0009,0.94508,0.91728,0.93938,0.54507,2.12312,2.22234,0.00172,0.00011569,0.00011569,0.00011569
237,10011.8,1.91105,2.07836,0.00089,0.95833,0.91062,0.93984,0.54552,2.1227,2.20546,0.00172,0.000109088,0.000109088,0.000109088
238,10054.6,1.90575,2.04545,0.00092,0.95721,0.9104,0.9385,0.54406,2.11362,2.21269,0.00171,0.000102487,0.000102487,0.000102487
239,10097.5,1.8935,2.06137,0.00091,0.95438,0.91145,0.93815,0.54575,2.1104,2.22768,0.0017,9.58858e-05,9.58858e-05,9.58858e-05
240,10140.3,1.90321,2.06362,0.00092,0.95092,0.9116,0.93836,0.54516,2.11641,2.25647,0.00171,8.92845e-05,8.92845e-05,8.92845e-05
241,10192.1,1.81643,1.92738,0.00097,0.94605,0.92277,0.93472,0.52783,2.17351,2.27668,0.00176,8.26832e-05,8.26832e-05,8.26832e-05
242,10233,1.79559,1.89403,0.00096,0.93589,0.92761,0.93618,0.52673,2.16681,2.23482,0.00175,7.60819e-05,7.60819e-05,7.60819e-05
243,10273.7,1.77974,1.91268,0.00094,0.95458,0.90266,0.93684,0.5259,2.17345,2.25654,0.00175,6.94806e-05,6.94806e-05,6.94806e-05
244,10314.4,1.77979,1.90187,0.00093,0.94077,0.91772,0.93596,0.53034,2.16811,2.25338,0.00176,6.28792e-05,6.28792e-05,6.28792e-05
245,10355.5,1.78449,1.87922,0.00095,0.94916,0.92508,0.93665,0.52961,2.16774,2.24676,0.00175,5.62779e-05,5.62779e-05,5.62779e-05
246,10396.3,1.75352,1.86243,0.00094,0.94246,0.91701,0.93079,0.52955,2.16412,2.25249,0.00175,4.96766e-05,4.96766e-05,4.96766e-05
247,10437.2,1.7693,1.88374,0.00094,0.94639,0.91259,0.93046,0.5278,2.16241,2.24805,0.00175,4.30753e-05,4.30753e-05,4.30753e-05
248,10478.4,1.78563,1.89463,0.00094,0.94952,0.91943,0.93143,0.52943,2.16173,2.25411,0.00174,3.6474e-05,3.6474e-05,3.6474e-05
249,10519.4,1.75257,1.87206,0.00094,0.95216,0.9156,0.93064,0.53003,2.16095,2.25109,0.00174,2.98726e-05,2.98726e-05,2.98726e-05
250,10560.2,1.74926,1.85769,0.00094,0.95268,0.9145,0.93046,0.5314,2.15362,2.23945,0.00174,2.32713e-05,2.32713e-05,2.32713e-05
